#: table_doi: 10.17182/hepdata.63400.v1/t4
#: name: Table 4
#: description: The nuclear modification factor of charged particles as a function of transverse momentum, measured in minimum-bias (NSD) p-Pb collisions at sqrt(sNN) = 5.02 TeV in two pseudorapidity ranges, |eta(cms)| < 0.3 and -1.3 < eta(cms) < 0.3.

#: data_file: Table4.yaml
#: keyword reactions: P PB --> CHARGED X | P P --> CHARGED X
#: keyword observables: RATIO
#: keyword phrases: Inclusive | Proton-Proton Scattering
#: keyword cmenergies: 5020.0
#: RE,,,P P --> CHARGED X,,,,,,
#: ETARAP(RF=CM),,,-0.3-0.3
#: SQRT(S)/NUCLEON [GeV],,,5020.0
'PT [GEV]','PT [GEV] LOW','PT [GEV] HIGH','R(pPb)','stat +','stat -','sys +','sys -','sys,overall normalization uncertainty +','sys,overall normalization uncertainty -'
0.475,0.45,0.5,0.5935,0.0002,-0.0002,0.055,-0.055,'6.0%','-6.0%'
0.525,0.5,0.55,0.6087,0.00022,-0.00022,0.055,-0.055,'6.0%','-6.0%'
0.575,0.55,0.6,0.625,0.00024,-0.00024,0.055,-0.055,'6.0%','-6.0%'
0.625,0.6,0.65,0.6414,0.00026,-0.00026,0.054,-0.054,'6.0%','-6.0%'
0.675,0.65,0.7,0.659,0.00029,-0.00029,0.056,-0.056,'6.0%','-6.0%'
0.725,0.7,0.75,0.6777,0.00032,-0.00032,0.057,-0.057,'6.0%','-6.0%'
0.775,0.75,0.8,0.6957,0.00035,-0.00035,0.058,-0.058,'6.0%','-6.0%'
0.825,0.8,0.85,0.7142,0.00039,-0.00039,0.06,-0.06,'6.0%','-6.0%'
0.875,0.85,0.9,0.7284,0.00043,-0.00043,0.061,-0.061,'6.0%','-6.0%'
0.925,0.9,0.95,0.7413,0.00048,-0.00048,0.061,-0.061,'6.0%','-6.0%'
0.975,0.95,1.0,0.7554,0.00052,-0.00052,0.062,-0.062,'6.0%','-6.0%'
1.05,1.0,1.1,0.7795,0.00035,-0.00035,0.064,-0.064,'6.0%','-6.0%'
1.15,1.1,1.2,0.8106,0.00039,-0.00039,0.067,-0.067,'6.0%','-6.0%'
1.25,1.2,1.3,0.8375,0.00048,-0.00048,0.073,-0.073,'6.0%','-6.0%'
1.35,1.3,1.4,0.8651,0.00053,-0.00053,0.075,-0.075,'6.0%','-6.0%'
1.45,1.4,1.5,0.8905,0.00065,-0.00065,0.074,-0.074,'6.0%','-6.0%'
1.55,1.5,1.6,0.9143,0.0007,-0.0007,0.075,-0.075,'6.0%','-6.0%'
1.65,1.6,1.7,0.9328,0.00083,-0.00083,0.078,-0.078,'6.0%','-6.0%'
1.75,1.7,1.8,0.9568,0.00089,-0.00089,0.08,-0.08,'6.0%','-6.0%'
1.85,1.8,1.9,0.9782,0.0011,-0.0011,0.08,-0.08,'6.0%','-6.0%'
1.95,1.9,2.0,0.9988,0.0011,-0.0011,0.081,-0.081,'6.0%','-6.0%'
2.1,2.0,2.2,1.018,0.001,-0.001,0.083,-0.083,'6.0%','-6.0%'
2.3,2.2,2.4,1.044,0.0011,-0.0011,0.085,-0.085,'6.0%','-6.0%'
2.5,2.4,2.6,1.07,0.0015,-0.0015,0.087,-0.087,'6.0%','-6.0%'
2.7,2.6,2.8,1.084,0.0016,-0.0016,0.088,-0.088,'6.0%','-6.0%'
2.9,2.8,3.0,1.091,0.0025,-0.0025,0.089,-0.089,'6.0%','-6.0%'
